Unnamed: 0,OBJECTID,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,STRZUSTAND,IstPKW,IstKrad,IstGkfz,IstFuss,IstSonstige,lat,lon,alone,not_alone,UTYP2,weekend
0,112747,1,15,4,3,6,7,1,1,0,0,0,1,0,52.5834715356055,13.403227969440675,0,1,7,0
1,112892,1,11,5,3,5,2,0,1,1,0,0,0,0,52.53525526125089,13.432186282183151,0,1,2,0
2,112902,1,8,2,3,5,2,0,0,1,0,0,0,0,52.5141731246371,13.470896587382288,0,1,2,0
3,112921,1,19,4,3,5,7,2,1,1,0,0,0,0,52.51084845216426,13.394673449128847,0,1,7,0
4,112947,1,18,4,2,5,3,2,1,1,0,0,0,0,52.458992961679954,13.506372166134055,0,1,2,0
5,112992,1,11,7,3,6,4,0,0,0,0,0,1,0,52.50495532968967,13.448554440855105,0,1,4,1
6,113009,1,8,3,3,5,3,0,1,1,0,0,0,0,52.51591280231046,13.373030297408993,0,1,2,0
7,113235,1,12,2,3,5,3,0,0,0,0,0,0,1,52.523445715565614,13.417693282020776,0,1,2,0
8,113267,1,8,2,3,6,4,0,0,0,0,0,1,0,52.53611592350688,13.433537462368653,0,1,4,0
9,113277,1,8,5,3,5,3,0,1,1,0,0,0,0,52.51883086279543,13.453670058579053,0,1,2,0
10,113314,1,8,5,2,5,3,0,1,1,0,0,0,0,52.51764210481606,13.43652747077767,0,1,2,0
11,113324,1,6,3,1,5,2,2,1,0,0,1,0,0,52.48690005189926,13.357186281683301,0,1,2,0
12,113425,1,11,6,3,1,5,0,0,1,0,0,0,0,52.53209045875865,13.428509205565545,0,1,5,0
13,113473,1,16,5,2,5,3,0,1,1,0,0,0,0,52.479704519840794,13.353232747105048,0,1,2,0
14,113484,1,10,4,2,5,3,0,1,1,0,0,0,0,52.42985298833909,13.375945866470664,0,1,2,0
15,113516,1,6,3,3,5,3,2,0,1,0,0,0,0,52.52346813184222,13.417718712673617,0,1,2,0
16,113631,1,10,7,2,5,3,0,0,1,0,0,0,0,52.51509808818967,13.460259548607276,0,1,2,1
17,113820,1,15,5,3,5,2,0,0,1,0,0,0,0,52.50507899474884,13.57994695595187,0,1,2,0
18,113844,1,8,2,3,5,2,0,0,1,0,0,0,0,52.45581365029534,13.510905418097803,0,1,2,0
19,113855,1,6,5,3,5,2,0,1,1,0,0,0,0,52.627620843725396,13.311320405080304,0,1,2,0
20,114018,11,18,2,3,3,6,2,0,1,0,0,0,0,52.522199522664565,13.415931434270963,0,1,6,0
21,114019,8,19,5,3,5,2,0,0,1,0,0,0,0,52.48010314228453,13.352133033505574,0,1,2,0
22,114021,10,22,6,3,1,5,2,0,1,0,0,0,0,52.51731745146054,13.394623874053664,0,1,5,0
23,114023,4,19,2,2,3,6,0,0,1,0,0,0,0,52.51475407416376,13.465114408224409,0,0,6,0
24,114025,5,14,4,2,5,3,0,0,1,0,0,0,0,52.50882798673321,13.556285309720176,0,1,2,0
25,114039,4,21,4,3,2,6,2,0,1,0,0,0,0,52.49088683716263,13.360697758955073,0,1,6,0
26,114040,3,17,1,3,5,2,0,0,1,0,0,0,0,52.41364201664507,13.361783991082447,0,1,2,1
27,114046,8,17,6,3,5,3,0,0,1,0,0,0,0,52.442086942479975,13.38654428839097,0,1,2,0
28,114051,5,18,5,3,6,4,0,0,0,0,0,1,0,52.51660581666179,13.446792252532447,0,1,4,0
29,114057,7,15,7,3,9,1,0,0,0,0,0,0,0,52.51810940190583,13.453418963234336,1,0,1,1
30,114059,5,18,6,3,0,6,0,0,0,0,0,1,0,52.505028272386205,13.448599242227662,0,1,6,0
31,114060,10,13,5,3,5,3,0,0,1,0,0,0,0,52.41364488811485,13.361786459850993,0,1,2,0
32,114072,12,18,6,3,5,7,2,1,1,0,0,0,0,52.5392780800006,13.424289823843026,0,1,7,0
33,114073,9,17,2,3,5,3,1,1,0,0,0,0,0,52.52023483254443,13.422733014038196,1,0,2,0
34,114075,6,15,3,3,1,5,0,0,1,0,0,0,0,52.50896847251725,13.265814963298395,0,1,5,0
35,114078,3,8,6,3,6,6,0,0,0,0,0,1,0,52.493291645977536,13.387802842311102,0,1,6,0
36,114079,11,19,7,3,6,7,2,0,0,0,0,1,0,52.50511849835348,13.448654659410641,0,1,7,1
37,114087,3,17,6,3,5,3,1,0,1,0,0,0,0,52.56209019194615,13.364725549856795,0,1,2,0
38,114088,12,5,1,3,6,4,2,1,0,0,0,1,0,52.541138163893386,13.411973653003054,0,1,4,1
39,114090,8,20,5,3,3,6,1,1,1,0,0,0,0,52.52752741500464,13.423086290843115,0,1,6,0
40,114092,7,16,3,3,0,7,0,0,0,0,0,0,1,52.54119317709442,13.368846225641114,0,1,7,0
41,114095,6,16,5,2,0,2,0,0,1,0,0,0,0,52.55860859185864,13.413569047157822,0,1,2,0
42,114099,3,19,6,2,0,1,2,0,0,0,0,0,0,52.57101300804412,13.398221427827446,1,0,1,0
43,114105,10,13,2,3,4,6,0,0,1,0,0,0,0,52.49389637754741,13.146628310394654,0,0,6,0
44,114108,9,17,6,3,6,6,0,0,0,0,0,1,0,52.50159519485834,13.364403790600262,0,1,6,0
45,114109,8,18,4,3,2,2,0,0,0,1,0,0,0,52.535267233830226,13.432200142121749,0,1,2,0
46,114110,6,14,7,2,2,6,0,0,1,0,0,0,1,52.489579614076774,13.35963316312731,0,1,6,1
47,114114,4,20,3,3,6,4,2,0,0,0,0,1,0,52.5507491030779,13.41410612425603,0,1,4,0
48,114115,12,9,6,3,3,6,0,0,1,0,0,0,0,52.549070732095565,13.413461501240112,0,0,6,0
49,114116,9,18,5,3,6,4,1,0,0,0,0,1,0,52.50488093689996,13.448508748365985,0,1,4,0
50,114118,7,16,5,3,0,2,0,0,1,0,0,0,0,52.50479011824299,13.610453994680158,0,1,2,0
51,114119,7,9,5,3,5,2,0,1,1,0,0,0,0,52.51593862663631,13.453740267772934,0,1,2,0
52,114122,11,6,4,3,5,3,2,1,1,0,0,0,0,52.539736041361934,13.436956492596519,0,1,2,0
53,114123,8,13,6,3,5,2,0,0,1,0,0,0,0,52.509344890308626,13.553421622672325,0,1,2,0
54,114126,7,14,2,3,3,6,0,0,1,0,0,0,0,52.48507585377823,13.353902501631095,0,1,6,0
55,114129,10,18,3,3,5,3,2,1,1,0,0,0,0,52.513383540751285,13.47728559908658,0,1,2,0
56,114136,6,17,2,3,5,2,0,0,1,0,0,0,0,52.5135152973019,13.477426776014994,0,1,2,0
57,114138,5,8,5,3,2,4,0,0,0,0,0,1,0,52.50963693348586,13.378504958973215,0,1,4,0
58,114141,9,9,6,3,5,2,0,0,1,0,0,0,0,52.5143713132205,13.467407032029088,0,1,2,0
59,114142,9,20,7,3,1,5,2,0,1,0,0,0,1,52.51086976077338,13.397249287691588,0,1,5,1
60,114143,7,21,5,3,5,3,2,0,1,0,0,0,0,52.571051123198394,13.398354075243043,0,1,2,0
61,114144,3,10,3,3,6,4,0,0,0,0,0,1,0,52.514759353030044,13.465061828746931,0,1,4,0
62,114147,5,14,6,3,5,2,0,0,1,0,0,0,0,52.53910743797444,13.423968988599446,0,1,2,0
63,114152,3,9,2,3,0,1,0,2,0,0,0,0,0,52.5121291596189,13.316326961422975,1,0,1,0
64,114157,6,17,6,3,5,2,0,0,1,0,0,0,0,52.49754575050795,13.388964681493082,0,1,2,0
65,114161,6,17,2,3,5,3,0,0,0,0,0,0,0,52.53536006707414,13.432307900513715,1,0,2,0
66,114162,7,10,6,3,5,2,0,0,1,0,0,0,0,52.51840854053089,13.45247843083056,0,1,2,0
67,114168,8,15,2,2,4,7,0,0,0,0,0,0,0,52.51726158213247,13.438811679111463,1,0,7,0
68,114170,4,18,1,3,6,7,0,1,0,0,0,1,0,52.54611942618239,13.445718380853062,0,1,7,1
69,114175,9,8,3,3,2,6,0,0,1,0,0,0,0,52.55459006762562,13.365935027577093,0,1,6,0
70,114176,8,12,4,2,5,2,0,0,1,0,0,0,0,52.43498453184021,13.260564456075823,0,1,2,0
71,114177,6,20,4,3,0,3,0,0,0,1,0,0,0,52.51988375782635,13.404768032087633,0,1,2,0
72,114183,10,13,3,3,6,7,0,0,0,0,0,1,0,52.512567408396244,13.323222838413866,0,1,7,0
73,114185,7,11,2,3,5,2,0,0,0,0,0,0,1,52.49749704496645,13.389262193009655,0,1,2,0
74,114187,7,8,5,3,2,2,0,0,1,0,0,0,0,52.51350874152026,13.477493905251118,0,1,2,0
75,114188,3,7,3,3,4,6,0,1,1,0,0,0,0,52.50918021944253,13.551789099638446,0,0,6,0
76,114189,5,8,3,2,5,2,0,0,1,0,0,0,0,52.54109314153909,13.412322178253136,0,1,2,0
77,114191,2,9,4,3,5,2,0,0,1,0,0,0,0,52.51107108553877,13.297268719455767,0,1,2,0
78,114192,11,8,6,3,0,2,0,0,1,0,0,0,0,52.521053947149156,13.420084625756207,0,1,2,0
79,114196,6,4,7,3,5,3,1,0,1,0,0,0,0,52.4940085449026,13.460599876749553,0,1,2,1
80,114199,4,16,3,3,5,2,0,0,1,0,0,0,0,52.55620800430433,13.414617571915851,0,1,2,0
81,114202,9,20,5,3,3,6,2,0,1,0,0,0,0,52.55480048327871,13.414801475638134,0,0,6,0
82,114203,7,20,4,3,4,6,1,0,1,0,0,0,0,52.50363653991685,13.447600109022384,0,0,6,0
83,114204,7,13,4,3,0,1,0,0,0,0,0,0,0,52.51590209545628,13.453751546333368,1,0,1,0
84,114205,5,17,4,3,5,2,0,0,0,0,0,0,1,52.481164056536805,13.385787585597472,0,1,2,0
85,114211,8,16,4,3,2,6,0,0,1,0,0,0,1,52.5777325645636,13.39841492677932,0,1,6,0
86,114213,4,15,5,3,5,3,0,1,1,0,0,0,0,52.524115355259724,13.418453018084094,0,1,2,0
87,114214,5,17,4,3,5,3,0,0,1,0,0,0,0,52.54713838785758,13.428220313635151,0,1,2,0
88,114215,12,12,4,3,5,2,0,0,1,0,0,0,0,52.51115132888565,13.301365565436427,0,1,2,0
89,114225,8,16,7,3,5,7,0,0,1,0,0,0,0,52.50499909418685,13.588443356848474,0,1,7,1
90,114226,4,21,6,3,5,2,2,0,0,0,0,0,1,52.55501687013629,13.414792043798661,0,1,2,0
91,114227,3,20,4,3,1,5,2,1,1,0,0,0,0,52.49811068241976,13.38677237524369,0,1,5,0
92,114231,8,12,5,3,0,7,0,0,0,0,0,0,0,52.5101781992414,13.285793492861545,1,0,7,0
93,114237,9,16,2,3,0,2,0,0,1,0,0,0,0,52.491711800247224,13.45770576104068,0,1,2,0
94,114238,6,16,1,2,0,1,0,0,0,0,0,0,0,52.43877173815986,13.387742670284286,1,0,1,1
95,114239,7,20,6,2,0,1,0,0,0,0,0,0,0,52.61701006005161,13.31649059585317,1,0,1,0
96,114240,5,19,5,3,5,2,0,0,1,0,0,0,0,52.49744300807309,13.389275622096035,0,1,2,0
97,114251,11,15,6,3,5,3,1,1,0,0,0,0,1,52.56925577076765,13.403575696388078,0,1,2,0
98,114255,7,16,3,3,0,1,0,0,0,0,0,0,0,52.543247560666856,13.426740347969945,1,0,1,0
99,114256,6,17,4,3,6,4,0,0,0,0,0,1,0,52.51352369285797,13.475804327601134,0,1,4,0
100,114257,5,11,2,2,3,2,0,0,1,0,0,0,0,52.41990519958368,13.175128905215562,0,1,2,0
101,114261,2,7,3,3,5,2,0,0,1,0,0,0,0,52.50752135296778,13.24215593704138,0,1,2,0
102,114262,7,14,1,3,5,2,0,0,1,0,0,0,0,52.50385130814622,13.624647701643633,0,1,2,1
103,114263,4,18,2,3,3,6,0,0,1,0,0,0,0,52.51724112210985,13.439012488906483,0,0,6,0
104,114266,5,0,2,2,5,3,2,0,1,0,0,0,0,52.45415032731726,13.513120243555136,0,1,2,0
105,114270,9,16,5,2,5,3,0,0,1,0,0,0,0,52.562859315215256,13.558260512833119,0,1,2,0
106,114271,8,10,3,3,6,4,0,0,0,0,0,1,0,52.54310319003172,13.440893966567893,0,1,4,0
107,114272,6,23,6,3,0,1,2,0,0,0,0,0,0,52.51480183004758,13.355478766818186,1,0,1,0
108,114273,6,17,6,3,5,2,0,0,1,0,0,0,0,52.562131466866504,13.364717981251948,0,1,2,0
109,114274,8,1,1,3,0,1,2,0,0,0,0,0,0,52.51102372574119,13.452177872562013,1,0,1,1
110,114275,5,8,4,3,3,6,0,0,1,0,0,0,0,52.514876739896344,13.463872156008255,0,0,6,0
111,114279,9,5,5,3,5,2,2,0,1,0,0,0,0,52.57112739666892,13.398144801270911,0,1,2,0
112,114285,8,19,5,3,0,1,1,0,0,0,0,0,1,52.580534022849356,13.401534639240227,0,1,1,0
113,114288,8,20,3,2,6,7,1,0,0,0,0,1,0,52.51490737557456,13.355443022515542,0,1,7,0
114,114289,4,8,3,3,3,6,0,0,1,0,0,0,0,52.51731417678026,13.438295460484353,0,1,6,0
115,114290,4,6,5,3,5,3,0,0,1,0,0,0,0,52.61314012885139,13.315377236622169,0,1,2,0
116,114293,12,7,4,3,5,2,0,0,1,0,0,0,0,52.54139522281786,13.438884873604849,0,1,2,0
117,114294,9,9,5,2,6,4,0,0,0,0,0,1,0,52.519232002062644,13.411963867738276,0,1,4,0
118,114296,6,15,6,3,0,3,0,0,1,0,0,0,0,52.54065066611576,13.414352956362665,0,1,2,0
119,114300,11,13,3,3,2,6,0,0,1,0,0,0,0,52.53590515578498,13.433977388417466,0,1,6,0
120,114307,5,21,5,3,5,3,0,0,1,0,0,0,0,52.55504275099255,13.414790916419575,0,1,2,0
121,114308,10,16,5,3,0,6,1,0,1,0,0,0,0,52.52078986233175,13.406551664097405,0,1,6,0
122,114315,6,13,3,3,3,2,0,0,0,0,0,0,1,52.45489278920251,13.512025714579249,0,1,2,0
123,114316,5,14,6,3,5,3,0,0,1,0,0,0,0,52.56266697888319,13.55811131818682,0,1,2,0
124,114317,4,9,5,2,3,6,0,0,1,0,0,0,0,52.544589828980406,13.44263928114161,0,0,6,0
125,114319,9,18,7,3,5,2,0,0,1,0,0,0,0,52.614204975827036,13.316636178845675,0,1,2,1
126,114322,7,18,2,3,3,6,0,0,1,0,0,0,1,52.519636238106,13.412815254769495,0,1,6,0
127,114325,10,12,6,2,5,2,0,0,1,0,0,0,0,52.50929746906614,13.550334053001475,0,1,2,0
128,114330,6,9,4,2,0,7,0,0,0,0,0,0,0,52.52508163583885,13.419489432305193,1,0,7,0
129,114335,9,13,2,2,5,2,0,0,0,1,0,0,0,52.52749130490147,13.446292149241106,0,1,2,0
130,114337,6,10,3,3,1,5,0,0,1,0,0,0,0,52.41351486947672,13.098118690816095,0,1,5,0
131,114338,7,9,2,3,1,5,0,0,0,0,0,0,1,52.51908027874814,13.426738106089028,0,1,5,0
132,114339,6,19,4,3,5,3,0,0,0,1,0,0,0,52.528243083867046,13.423998779933138,0,1,2,0
133,114343,10,10,2,3,6,4,0,0,0,0,0,1,0,52.51045446131641,13.290227392299855,0,1,4,0
134,114344,7,19,7,3,5,2,1,0,1,0,0,0,0,52.51115230204537,13.30138012619489,0,1,2,1
135,114345,4,8,2,3,5,2,0,1,0,0,0,0,1,52.45324863943764,13.514448263634641,0,1,2,0
136,114351,11,16,1,3,3,6,2,1,1,0,0,0,0,52.52313796363738,13.410598011317008,0,1,6,1
137,114353,8,16,2,3,2,6,0,0,1,0,0,0,0,52.528279093454636,13.424040982162552,0,1,6,0
138,114357,8,15,7,3,0,1,0,0,0,0,0,0,0,52.514817181694994,13.35572227515697,1,0,1,1
139,114358,5,19,3,2,5,3,0,0,0,0,0,0,1,52.522197265407236,13.416890856832858,0,1,2,0
140,114363,6,16,4,3,2,6,0,0,1,0,0,0,0,52.523364258918896,13.418166613462422,0,1,6,0
141,114365,7,16,3,3,5,3,0,0,1,0,0,0,0,52.49803631379297,13.389139295267166,0,1,2,0
142,114370,3,12,2,3,5,3,0,0,1,0,0,0,0,52.526427184170636,13.421123390894618,0,1,2,0
143,114373,8,13,3,2,5,2,0,0,0,0,0,0,1,52.486589045833256,13.465224472355148,0,1,2,0
144,114374,4,15,2,3,0,1,0,0,0,0,0,0,0,52.54803466294814,13.413299117817592,1,0,1,0
145,114376,5,16,3,3,5,2,0,0,1,0,0,0,0,52.5391012793353,13.424006426390042,0,1,2,0
146,114378,12,10,2,3,2,2,0,1,1,0,0,0,0,52.506337998155956,13.368364420358546,0,1,2,0
147,114379,9,17,5,3,5,2,0,0,0,0,0,0,1,52.55057197323208,13.413725281078776,0,1,2,0
148,114381,6,6,6,3,3,6,0,0,0,0,0,0,1,52.456432803239686,13.510030151971453,0,1,6,0
149,114383,5,8,4,2,5,3,0,0,1,0,0,0,0,52.51450732202314,13.467573269505785,0,1,2,0
150,114390,8,16,4,3,5,3,0,0,1,0,0,0,0,52.50495333780885,13.606291268603798,0,1,2,0
151,114391,4,22,4,3,6,4,2,0,0,0,0,1,0,52.51193991265885,13.452107233122867,0,1,4,0
152,114393,5,20,4,3,5,3,0,0,1,0,0,0,0,52.52003030560933,13.422544218184571,0,1,2,0
153,114394,10,9,4,3,2,2,0,0,1,0,0,0,0,52.49748077015935,13.389266237344074,0,1,2,0
154,114395,2,12,7,2,5,2,0,0,1,0,0,0,0,52.563289797479584,13.409056237567356,0,1,2,1
155,114397,9,17,7,3,1,5,0,0,1,0,0,0,0,52.507536032032824,13.242398531529215,0,1,5,1
156,114400,7,13,1,3,2,6,0,0,1,0,0,0,0,52.512398777724066,13.320329176600175,0,1,6,1
157,114401,6,20,3,3,6,4,0,0,0,0,0,1,0,52.542063973710356,13.425774203270395,0,1,4,0
158,114403,5,15,5,3,3,6,0,0,0,0,0,0,1,52.4867349470559,13.357042409338794,0,1,6,0
159,114406,9,11,7,3,5,7,0,0,1,0,0,0,0,52.50464074527599,13.367140221072415,0,1,7,1
160,114408,7,18,6,3,0,1,0,0,1,0,0,0,0,52.54285790970138,13.412466435407293,0,1,1,0
161,114409,3,21,3,3,3,6,2,1,1,0,0,0,0,52.51022204391961,13.387662980566276,0,1,6,0
162,114410,7,22,6,3,1,5,2,0,1,0,0,0,0,52.516293892644214,13.449906109821708,0,1,5,0
163,114413,10,17,5,3,1,5,0,0,0,0,0,0,1,52.534160671679295,13.430917340318468,0,1,5,0
164,114416,9,9,2,3,0,2,0,0,1,0,0,0,0,52.510386646537704,13.289155956449802,0,1,2,0
165,114417,8,14,7,3,2,6,0,0,1,0,0,0,1,52.56892523613927,13.403836113316991,0,1,6,1
166,114425,9,7,2,2,5,3,0,0,0,1,0,0,0,52.514191112704495,13.470720150339966,0,1,2,0
167,114426,9,8,3,3,2,6,0,0,1,0,0,0,0,52.50986197503971,13.381907179789845,0,1,6,0
168,114429,5,19,1,3,2,2,0,0,0,0,0,0,0,52.53708735955097,13.430000941813688,1,0,2,1
169,114437,5,15,2,3,0,1,0,0,0,0,0,0,0,52.51051846106787,13.28861135216378,1,0,1,0
170,114438,10,17,3,3,5,3,1,1,0,0,0,0,0,52.514384496947024,13.453669570359613,1,0,2,0
171,114440,12,12,7,3,5,2,0,0,1,0,0,0,0,52.53902319825071,13.424327576857625,0,1,2,1
172,114444,6,16,5,3,5,2,0,0,0,0,0,0,1,52.54316785631829,13.412125803623052,0,1,2,0
173,114446,3,12,2,3,5,3,0,1,1,0,0,0,0,52.5194524590569,13.412411940461965,0,1,2,0
174,114448,4,15,1,3,0,7,0,0,0,0,0,0,0,52.48861855680497,13.386024926866273,1,0,7,1
175,114454,7,7,2,3,5,2,0,0,1,0,0,0,0,52.528117606048184,13.423451965685835,0,1,2,0
176,114455,5,8,2,2,3,6,0,0,1,0,0,0,0,52.51415887488629,13.471034846833543,0,0,6,0
177,114467,9,17,4,3,0,2,0,0,1,0,0,0,0,52.54710594563835,13.428477927791574,0,1,2,0
178,114476,10,20,5,3,6,4,2,0,0,0,0,1,0,52.50502441806253,13.448596875110693,0,1,4,0
179,114478,7,16,2,3,6,4,0,0,0,0,0,1,0,52.54941987359472,13.413872855810506,0,1,4,0
180,114481,3,17,5,3,6,7,2,1,0,0,0,1,0,52.49032596230475,13.386427605458506,0,1,7,0
181,114482,5,16,4,3,3,6,0,0,1,0,0,0,0,52.5150207712442,13.461036144048714,0,1,6,0
182,114486,9,17,6,3,5,2,0,0,1,0,0,0,0,52.51586785339176,13.454210554163055,0,1,2,0
183,114487,8,21,5,3,5,2,2,0,1,0,0,0,0,52.54102285341517,13.36847990790678,0,1,2,0
184,114488,6,10,7,3,5,2,0,0,1,0,0,0,0,52.51586785339176,13.454210554163055,0,1,2,1
185,114492,5,9,5,2,6,6,0,0,0,0,0,1,0,52.428435488118495,13.393121532473145,0,1,6,0
186,114493,4,17,4,3,3,6,0,0,1,0,0,0,0,52.51157740518847,13.495100345513848,0,1,6,0
187,114495,9,8,6,3,5,2,0,0,1,0,0,0,0,52.56842561345018,13.361825215739264,0,1,2,0
188,114496,9,19,6,3,6,7,1,0,0,0,0,1,0,52.509877246976146,13.278482324810026,0,1,7,0
189,114504,9,9,1,3,5,3,0,0,1,0,0,0,0,52.53973841447821,13.436959184778207,0,1,2,1
190,114508,8,3,5,3,6,6,2,0,0,0,0,1,0,52.504625223908405,13.448329308629628,0,1,6,0
191,114516,7,16,6,3,5,2,0,0,1,0,0,0,0,52.52200439890183,13.416384430669837,0,1,2,0
192,114517,5,13,7,3,1,5,0,0,1,0,0,0,1,52.50984852588309,13.381699078202974,0,1,5,1
193,114525,5,3,1,2,5,3,2,0,1,0,0,0,0,52.49169300389328,13.457697494901685,0,1,2,1
194,114533,6,0,4,3,5,3,2,0,1,0,0,0,0,52.520039625449506,13.422514090839215,0,1,2,0
195,114536,12,18,7,3,5,2,2,1,0,0,0,0,1,52.54104049231068,13.411966548095355,0,1,2,1
196,114539,7,8,2,3,3,6,0,0,1,0,0,0,0,52.513239682913714,13.332817561748412,0,1,6,0
197,114541,7,14,5,2,6,4,0,0,0,0,0,1,0,52.54844874941928,13.369199437446339,0,1,4,0
198,114546,11,19,4,3,6,4,2,1,0,0,0,1,0,52.516430451341364,13.4087974555905,0,1,4,0
199,114547,9,19,5,3,3,6,2,1,1,0,0,0,0,52.546098909294976,13.41314121076585,0,0,6,0
200,114548,8,16,3,3,5,3,0,0,0,0,0,0,0,52.540772409097784,13.414638333795562,1,0,2,0
201,114552,5,12,4,3,6,4,0,0,0,0,0,1,0,52.417642794270066,13.399584268326327,0,1,4,0
202,114556,11,9,7,3,1,5,0,0,0,0,0,0,1,52.48970053009175,13.35974306410133,0,1,5,1
203,114562,7,20,2,3,3,6,0,0,1,0,0,0,0,52.533277560199004,13.429441977084696,0,0,6,0
204,114569,11,18,6,2,3,6,2,0,1,0,0,0,0,52.50344573586246,13.447440842271172,0,0,6,0
205,114570,9,15,6,3,0,3,0,0,0,0,0,0,0,52.58602935658666,13.3415066204271,1,0,2,0
206,114571,8,11,4,2,5,2,0,0,1,0,0,0,0,52.5106129596666,13.50498593788275,0,1,2,0
207,114572,6,4,7,3,3,6,0,0,1,0,0,0,0,52.51660645778087,13.40851401697017,0,0,6,1
208,114573,6,17,1,3,0,7,0,0,0,0,0,0,1,52.51706214893402,13.453786448245756,0,1,7,1
209,114574,8,6,3,3,5,2,0,0,1,0,0,0,0,52.41362772430515,13.361936412340734,0,1,2,0
210,114581,7,14,4,3,5,3,0,0,1,0,0,0,0,52.516992708143796,13.408935465914205,0,1,2,0
211,114582,5,18,5,3,5,2,0,0,1,0,0,0,0,52.51594043732237,13.453739635648516,0,1,2,0
212,114584,11,18,3,3,6,7,2,1,0,0,0,1,0,52.487615979565106,13.463682091536874,0,1,7,0
213,114588,8,23,4,3,3,6,2,0,1,0,0,0,0,52.517745320103465,13.3997575550976,0,1,6,0
214,114592,12,12,5,3,6,6,0,0,0,0,0,1,0,52.43829934311826,13.271569910697995,0,1,6,0
215,114594,9,12,2,3,5,3,0,0,1,0,0,0,0,52.568119405854645,13.476431474015214,0,1,2,0
216,114595,6,16,7,2,3,6,0,0,1,0,0,0,0,52.55862906778738,13.413550199686382,0,1,6,1
217,114596,7,10,5,3,5,2,0,0,0,0,0,0,1,52.51065255715756,13.504480983192707,0,1,2,0
218,114602,8,3,1,3,0,3,2,0,1,0,0,0,0,52.539026048897455,13.424319230405981,0,1,2,1
219,114606,10,18,2,3,2,6,1,1,1,0,0,0,0,52.513872361740646,13.47378972947933,0,1,6,0
220,114609,9,15,3,3,0,1,0,0,0,0,0,0,0,52.51362100062693,13.453332534654331,1,0,1,0
221,114610,8,20,3,3,1,5,2,0,1,0,0,0,0,52.51731019593096,13.453692827552285,0,1,5,0
222,114611,6,12,3,2,5,2,0,0,1,0,0,0,0,52.51139929667296,13.305147025733335,0,1,2,0
223,114615,4,22,6,3,6,4,2,1,0,0,0,1,0,52.54567470134311,13.413028252588155,0,1,4,0
224,114616,12,13,6,3,5,3,0,1,1,0,0,0,0,52.51439250031999,13.467211197458045,0,1,2,0
225,114618,7,11,1,3,1,5,0,0,1,0,0,0,0,52.547515879017936,13.448953019848304,0,1,5,1
226,114619,4,15,2,3,1,5,0,1,1,0,0,0,0,52.48557990357998,13.355347972763695,0,1,5,0
227,114620,7,16,4,2,1,5,0,0,0,0,0,0,1,52.54488185716704,13.412824073959994,0,1,5,0
228,114621,3,16,2,3,5,3,0,0,1,0,0,0,0,52.592214623541786,13.402518824546876,0,1,2,0
229,114635,12,7,3,3,0,1,1,1,0,0,0,0,0,52.44792033488294,13.300088267033033,1,0,1,0
230,114636,9,11,3,3,5,2,0,0,0,0,0,0,1,52.57734513058365,13.483391972527013,0,1,2,0
231,114639,7,10,3,2,0,3,0,0,1,0,0,0,0,52.54100321146678,13.43841280234457,0,1,2,0
232,114646,10,22,6,3,5,3,2,0,1,0,0,0,0,52.51585613987216,13.454213369937095,0,1,2,0
233,114647,8,16,3,3,3,6,0,0,1,0,0,0,0,52.52787320386258,13.445882794657596,0,1,6,0
234,114648,4,12,3,2,5,3,0,0,0,0,0,0,0,52.518524624566965,13.429320275843285,1,0,2,0
235,114650,5,8,4,3,5,5,0,0,1,0,0,0,0,52.51021788130834,13.513434360646384,0,1,5,0
236,114652,12,16,3,3,1,5,2,1,1,0,0,0,1,52.446048785187905,13.385623103444154,0,1,5,0
237,114654,8,8,6,3,5,3,0,0,0,0,0,0,1,52.456486128021965,13.509953955211339,0,1,2,0
238,114655,6,12,6,3,5,3,0,0,1,0,0,0,0,52.46781541337091,13.493105866167117,0,1,2,0
239,114656,7,22,4,3,8,1,2,0,0,0,0,0,0,52.43809018447138,13.380623032685339,1,0,1,0
240,114657,5,18,4,3,5,2,0,0,1,0,0,0,0,52.56836891270192,13.361855016235573,0,1,2,0
241,114660,9,20,5,3,0,1,1,0,0,0,0,0,0,52.52542303321316,13.419864441311065,1,0,1,0
242,114666,8,23,5,2,5,3,2,0,1,0,0,0,0,52.51738420954979,13.393879828048705,0,1,2,0
243,114668,10,13,7,3,5,2,0,0,1,0,0,0,0,52.50921396534178,13.26979468917291,0,1,2,1
244,114669,8,11,4,3,5,2,0,0,1,0,0,0,0,52.51669535386026,13.409116329455099,0,1,2,0
245,114670,4,7,5,2,1,5,0,0,1,0,0,0,1,52.499247270952395,13.382625248239169,0,1,5,0
246,114677,7,20,5,3,5,3,0,0,1,0,0,0,0,52.50518692891407,13.448696689806356,0,1,2,0
247,114680,11,20,4,3,5,2,2,0,1,0,0,0,0,52.5577098261382,13.554422588783565,0,1,2,0
248,114684,8,13,7,3,3,6,0,0,0,0,1,0,0,52.537223300950366,13.434479328076975,0,1,6,1
249,114687,5,10,6,2,5,2,0,0,0,0,1,0,0,52.51614334859683,13.376659469862116,0,1,2,0
250,114689,2,16,2,3,5,3,0,0,1,0,0,0,0,52.437654384348534,13.388096115932742,0,1,2,0
251,114691,9,18,2,3,5,2,0,0,1,0,0,0,0,52.50489337364454,13.61355348534454,0,1,2,0
