Unnamed: 0,OBJECTID,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,STRZUSTAND,IstPKW,IstKrad,IstGkfz,IstFuss,IstSonstige,lat,lon,alone,not_alone,UTYP2,weekend
2756,202512,7,8,3,3,5,3,0,0,1,0,0,0,0,52.52988434553748,13.607111848657313,0,1,2,0
2757,202516,6,11,3,3,5,3,0,0,1,0,0,0,0,52.453997114861174,13.51923209936945,0,1,2,0
2758,202517,7,8,3,3,5,2,0,0,0,0,1,0,0,52.52736008083886,13.211225817213846,0,1,2,0
2759,202518,6,9,7,3,5,3,0,0,1,0,0,0,0,52.52527722781682,13.337759936192072,0,1,2,1
2760,202519,7,7,3,3,5,3,0,0,1,0,0,0,0,52.43565272403798,13.31141159917544,0,1,2,0
2761,202521,7,7,3,3,4,6,0,0,1,0,0,0,0,52.53979971147,13.204540540014007,0,0,6,0
2762,202523,6,12,7,3,1,5,0,0,1,0,0,0,0,52.500036838728114,13.308152090413618,0,1,5,1
2763,202526,7,7,3,3,5,3,0,0,1,0,0,0,0,52.513233350507186,13.576755896286228,0,1,2,0
2764,202527,6,10,6,3,5,3,0,0,1,0,0,0,0,52.45550189134284,13.32564787945332,0,1,2,0
2765,202528,6,7,3,3,5,2,0,0,1,0,0,0,0,52.518403546762855,13.45245547708879,0,1,2,0
2766,202530,7,7,3,3,5,2,0,0,1,0,0,0,0,52.587628447418034,13.324128598540824,0,1,2,0
2767,202531,6,7,3,2,5,3,0,0,1,0,0,0,0,52.5095835190311,13.39209072603559,0,1,2,0
2768,202533,6,7,6,3,0,1,0,0,0,0,0,0,0,52.52871415910739,13.334223549860981,1,0,1,0
2769,202534,7,0,1,2,5,3,2,0,1,0,0,0,0,52.50144553027121,13.475584920892679,0,1,2,1
2770,202535,7,7,3,3,5,2,0,0,1,0,0,0,0,52.49966440317461,13.468395646051132,0,1,2,0
2771,202536,6,7,3,3,1,5,0,0,1,0,0,0,0,52.47669522296661,13.363857920088696,0,1,5,0
2772,202538,6,4,7,2,5,3,0,0,1,0,0,0,0,52.5517008050461,13.209559054901884,0,1,2,1
2773,202540,6,17,3,3,0,4,0,0,0,0,0,1,0,52.51290304396157,13.304296081612884,0,1,4,0
2774,202541,7,9,3,3,5,2,0,0,1,0,0,0,0,52.510416131358575,13.401192771848793,0,1,2,0
2775,202543,6,11,6,3,5,2,0,0,1,0,0,0,0,52.492143351918365,13.52708795099652,0,1,2,0
2776,202546,7,7,3,3,0,6,0,0,1,0,0,0,0,52.56689733236593,13.440587260254052,0,1,6,0
2777,202549,6,7,6,2,1,5,0,0,1,0,0,0,0,52.517924593824254,13.325379243613984,0,1,5,0
2778,202550,6,18,7,3,5,2,0,0,1,0,0,0,0,52.512497857620964,13.452302063414214,0,1,2,1
2779,202551,6,9,3,3,3,6,0,0,1,0,0,0,0,52.55361718734514,13.414178956352535,0,0,6,0
2780,202552,7,7,2,3,5,3,0,0,1,0,0,0,0,52.46920369088935,13.453983617829655,0,1,2,0
2781,202556,6,6,6,3,5,3,0,0,1,0,0,0,0,52.49910039006267,13.480429381305921,0,1,2,0
2782,202559,6,14,3,3,6,7,0,0,0,0,0,1,0,52.54660564791556,13.38964937409416,0,1,7,0
2783,202560,7,9,3,3,0,1,0,0,0,0,0,0,0,52.49999125265558,13.345881300195238,1,0,1,0
2784,202562,6,7,6,3,5,3,0,0,1,0,0,0,0,52.52045425262765,13.458714233109525,0,1,2,0
2785,202563,6,15,3,3,2,2,0,0,1,0,0,0,0,52.448910142315825,13.609299908374064,0,1,2,0
2786,202566,6,9,3,2,0,1,0,0,0,0,0,0,0,52.5461514817895,13.424036061360026,1,0,1,0
2787,202568,7,16,2,3,6,4,0,0,0,0,0,1,0,52.553563892325535,13.414778998901527,0,1,4,0
2788,202569,6,20,2,3,1,5,0,0,1,0,0,0,0,52.45724885527895,13.510757284729412,0,1,5,0
2789,202570,7,7,2,3,3,6,0,0,0,0,0,0,1,52.42452108226979,13.491052738976158,0,1,6,0
2790,202571,6,9,6,3,5,2,0,0,0,0,1,0,0,52.57655622542518,13.31519904611284,0,1,2,0
2791,202572,6,17,7,3,1,7,0,0,1,0,0,0,0,52.3981822128496,13.538048448905554,0,1,7,1
2792,202574,6,8,2,2,3,6,0,0,1,0,0,0,0,52.56140423243457,13.388635848022215,0,0,6,0
2793,202575,6,20,6,2,5,2,0,0,1,0,0,0,0,52.55403385819,13.207894862435527,0,1,2,0
2794,202576,6,20,2,3,5,2,0,0,0,0,0,0,1,52.53990217274226,13.203862198931791,0,1,2,0
2795,202577,6,20,2,3,5,2,0,0,1,0,0,0,0,52.53493162019975,13.397945472306347,0,1,2,0
2796,202582,7,14,2,3,3,6,0,0,1,0,0,0,0,52.45256456809621,13.438596231713252,0,1,6,0
2797,202583,7,18,2,3,0,7,0,0,1,0,0,0,0,52.51742652507595,13.367045455709555,0,1,7,0
2798,202588,7,18,2,3,1,1,0,0,1,0,0,0,0,52.529745367529344,13.384081050232535,0,1,1,0
2799,202591,6,14,7,3,5,2,0,0,1,0,0,0,0,52.49240190927446,13.39098630599834,0,1,2,1
2800,202595,6,18,2,3,5,2,0,0,1,0,0,0,0,52.5264742735545,13.42183309397674,0,1,2,0
2801,202596,7,9,2,3,2,2,0,0,1,0,0,0,0,52.489218116843176,13.345152576222342,0,1,2,0
2802,202597,7,16,2,3,5,2,0,0,1,0,0,0,0,52.53799172991821,13.412432770749204,0,1,2,0
2803,202598,6,17,2,3,5,3,0,0,1,0,0,0,0,52.59103471176839,13.369543565438681,0,1,2,0
2804,202600,6,10,6,3,5,3,0,0,1,0,0,0,0,52.513192317940785,13.330256779115086,0,1,2,0
2805,202604,7,13,2,3,5,3,0,0,1,0,0,0,0,52.51344064891706,13.406631685035093,0,1,2,0
2806,202605,7,15,2,3,4,6,0,0,1,0,0,0,0,52.4602718422258,13.520744866562405,0,1,6,0
2807,202606,6,16,2,3,0,2,0,0,1,0,0,0,0,52.43859313723366,13.233621446925184,0,1,2,0
2808,202609,7,15,2,3,6,4,0,0,0,0,0,1,0,52.4986958056438,13.446409567111195,0,1,4,0
2809,202613,7,14,2,3,1,5,0,0,1,0,0,0,0,52.48286236603177,13.437571259802676,0,1,5,0
2810,202615,7,14,2,3,3,6,0,0,0,0,1,0,0,52.42834823150036,13.327438206649301,0,1,6,0
2811,202616,6,7,6,3,5,2,0,0,1,0,0,0,0,52.605106518088206,13.432542905610076,0,1,2,0
2812,202618,7,7,2,3,1,5,0,0,1,0,0,0,0,52.46944543261056,13.34918548658062,0,1,5,0
2813,202619,7,14,2,3,2,6,0,0,1,0,0,0,0,52.58308830024886,13.428596708592513,0,0,6,0
2814,202622,6,17,5,3,1,5,0,0,1,0,0,0,0,52.502903990460965,13.410164910336526,0,1,5,0
2815,202623,6,20,7,2,3,6,1,0,1,0,0,0,0,52.445205998715686,13.433543159232798,0,1,6,1
2816,202624,6,13,2,3,5,3,0,0,1,0,0,0,0,52.42889794129655,13.25659337272562,0,1,2,0
2817,202625,6,16,6,3,2,6,0,0,1,0,0,0,0,52.45292069646983,13.509051102650625,0,1,6,0
2818,202626,7,13,4,3,0,2,0,0,1,0,0,0,0,52.53859930338971,13.20059252190226,0,1,2,0
2819,202629,7,11,4,3,0,1,0,0,0,0,0,0,0,52.51128318045535,13.612353222232597,1,0,1,0
2820,202630,7,16,6,3,5,3,0,0,1,0,0,0,0,52.51678805284524,13.32665989499305,0,1,2,0
2821,202631,7,13,6,2,3,6,0,0,1,0,0,0,0,52.51699879992429,13.440603589505756,0,0,6,0
2822,202635,7,11,6,3,2,2,0,0,1,0,0,0,0,52.538214501872424,13.396052045223007,0,1,2,0
2823,202636,7,9,4,3,1,5,0,0,1,0,0,0,0,52.49268079521128,13.38076305952784,0,1,5,0
2824,202638,7,7,6,3,1,5,0,0,1,0,0,0,0,52.52825803270459,13.232776977241347,0,1,5,0
2825,202643,7,0,6,3,0,7,2,0,0,0,0,0,0,52.50964065516693,13.352534362454564,1,0,7,0
2826,202645,7,22,6,3,5,3,2,0,1,0,0,0,0,52.42856312626323,13.522330555413275,0,1,2,0
2827,202647,7,23,4,3,5,2,2,1,1,0,0,0,0,52.496170127842376,13.395205079303473,0,1,2,0
2828,202648,7,20,6,3,4,6,1,0,1,0,0,0,0,52.477103942243005,13.373201944259085,0,1,6,0
2829,202650,7,20,6,3,1,5,0,0,1,0,0,0,0,52.53019904178847,13.405694642923098,0,1,5,0
2830,202651,7,22,4,3,5,3,2,1,1,0,0,0,0,52.501610459175566,13.475214062469089,0,1,2,0
2831,202652,7,19,6,3,5,3,0,0,1,0,0,0,0,52.53948455523301,13.496642928965892,0,1,2,0
2832,202655,7,19,6,2,1,5,0,0,1,0,0,0,0,52.4873701258465,13.426437003775995,0,1,5,0
2833,202656,7,19,6,3,5,2,0,0,1,0,0,0,0,52.473468033616044,13.328569179064214,0,1,2,0
2834,202658,7,19,6,3,5,3,0,0,0,0,0,0,0,52.49825193561834,13.39792328564363,1,0,2,0
2835,202660,7,0,4,3,5,3,2,1,1,0,0,0,0,52.500118982752475,13.414522051395553,0,1,2,0
2836,202663,7,20,4,3,5,3,1,0,1,0,0,0,0,52.562524473739394,13.32685935038318,0,1,2,0
2837,202664,7,16,6,3,2,6,0,0,0,0,0,0,1,52.44939510637039,13.315467051558585,0,1,6,0
2838,202665,7,17,6,3,4,5,0,0,1,0,0,0,0,52.54424039870587,13.486634601479983,0,1,5,0
2839,202667,7,16,6,3,1,1,0,0,1,0,0,0,0,52.55729001612361,13.367971145014167,0,1,1,0
2840,202669,7,16,4,3,5,2,0,0,1,0,0,0,0,52.551770529875014,13.430498919234545,0,1,2,0
2841,202670,7,16,6,3,3,2,0,0,1,0,0,0,0,52.45261773533817,13.508726960219825,0,1,2,0
2842,202673,7,16,6,3,5,3,0,0,1,0,0,0,0,52.46468262392793,13.342567974190647,0,1,2,0
2843,202676,7,16,4,3,1,5,0,1,1,0,0,0,1,52.51062577617379,13.389852436754632,0,1,5,0
2844,202677,7,15,6,3,3,6,0,0,1,0,0,0,0,52.52384071037092,13.360897160305054,0,1,6,0
2845,202681,7,15,6,3,5,3,0,0,0,1,0,0,0,52.55423691110405,13.402609946585734,0,1,2,0
2846,202683,7,16,4,3,2,7,0,1,1,0,0,0,0,52.482219605205344,13.296000808090904,0,1,7,0
2847,202688,7,18,4,3,1,5,0,1,1,0,0,0,0,52.5599018031601,13.415507759970113,0,1,5,0
2848,202689,7,14,6,2,6,4,0,0,0,0,0,1,0,52.4591918168644,13.524891475100286,0,1,4,0
2849,202690,7,12,6,3,2,6,0,0,1,0,0,0,0,52.53353684983722,13.410123450475846,0,1,6,0
2850,202692,7,12,6,3,1,5,0,0,0,0,1,0,0,52.49803079450815,13.447558291076524,0,1,5,0
2851,202693,7,7,3,3,5,3,0,0,1,0,0,0,0,52.50423086659068,13.472332207902062,0,1,2,0
2852,202694,7,18,3,3,5,2,0,0,1,0,0,0,0,52.52329233642674,13.359468771255932,0,1,2,0
2853,202695,7,12,6,3,5,3,0,0,1,0,0,0,0,52.54014828899533,13.454391631213744,0,1,2,0
2854,202696,7,23,3,3,5,2,2,1,0,0,0,0,1,52.525198441920786,13.41951182033056,0,1,2,0
2855,202698,7,15,3,3,5,2,0,0,1,0,0,0,0,52.5086829246983,13.326796264223626,0,1,2,0
2856,202701,7,14,3,2,5,2,0,0,0,0,1,0,0,52.50196329906614,13.376975350861265,0,1,2,0
2857,202703,7,19,6,3,1,5,0,0,1,0,0,0,1,52.50117178894936,13.442663788920871,0,1,5,0
2858,202706,7,11,3,3,5,2,0,0,1,0,0,0,0,52.413042058762166,13.31928943128641,0,1,2,0
2859,202709,7,0,5,3,2,6,2,0,0,1,0,0,0,52.51170852022658,13.475274070844428,0,1,6,0
2860,202711,7,9,3,3,5,3,0,0,1,0,0,0,0,52.54382249795818,13.426589352580352,0,1,2,0
2861,202718,7,9,5,2,5,3,0,0,1,0,0,0,0,52.524100756618395,13.533820797302198,0,1,2,0
2862,202720,7,19,1,3,1,5,0,0,1,0,0,0,0,52.5691837312906,13.501895792138615,0,1,5,1
2863,202722,7,9,5,3,5,7,0,0,1,0,0,0,0,52.496330336999954,13.467752940085814,0,1,7,0
2864,202724,7,9,5,3,5,2,0,0,1,0,0,0,0,52.514741086400264,13.315274944426427,0,1,2,0
2865,202725,7,3,1,3,0,7,2,0,0,0,0,0,0,52.476557499839075,13.426591767541542,1,0,7,1
2866,202726,7,8,3,3,5,2,0,0,1,0,0,0,0,52.512489588259285,13.452352330112474,0,1,2,0
2867,202727,7,8,5,3,1,7,0,0,1,0,0,0,0,52.512374076820535,13.40535969186768,0,1,7,0
2868,202730,7,14,7,3,0,2,0,0,1,0,0,0,0,52.4617800782545,13.516975722120664,0,1,2,1
2869,202732,7,6,5,3,5,3,0,0,1,0,0,0,0,52.59249386440797,13.436558269095448,0,1,2,0
2870,202735,7,22,7,3,5,3,2,0,1,0,0,0,0,52.51557263587471,13.249645297454036,0,1,2,1
2871,202737,7,14,5,2,5,3,0,0,1,0,0,0,0,52.52896058279186,13.343334178659045,0,1,2,0
2872,202738,7,11,3,2,5,3,0,0,1,0,0,0,0,52.510256254832534,13.309479950840554,0,1,2,0
2873,202739,7,20,7,3,5,7,1,0,1,0,0,0,0,52.49917801749253,13.422012898077721,0,1,7,1
2874,202743,7,19,7,3,1,5,0,0,1,0,0,0,0,52.49197129301215,13.394556171548295,0,1,5,1
2875,202748,7,12,3,3,5,3,0,0,1,0,0,0,0,52.53459739141097,13.445557220502446,0,1,2,0
2876,202749,7,18,7,3,5,2,0,0,1,0,0,0,0,52.52594883483366,13.540247984515764,0,1,2,1
2877,202753,7,14,3,3,0,1,0,0,0,0,0,0,0,52.50079381603469,13.281272333333835,1,0,1,0
2878,202754,7,14,7,3,3,6,0,0,0,0,0,0,1,52.474839725462544,13.454148372409108,0,1,6,1
2879,202755,7,3,5,3,0,7,2,0,0,0,0,0,0,52.511305693226454,13.519148385145158,1,0,7,0
2880,202757,7,10,5,2,0,1,0,0,0,0,0,0,0,52.51018439450854,13.454799702545145,1,0,1,0
2881,202759,7,12,5,3,0,7,0,0,0,0,0,0,0,52.51680240404952,13.260198244663995,1,0,7,0
2882,202761,7,21,3,3,1,5,1,0,1,0,0,0,0,52.43922076558719,13.548060184136155,0,1,5,0
2883,202763,7,18,5,3,1,6,0,0,1,0,0,0,0,52.45348226066793,13.33643701850642,0,1,6,0
2884,202766,7,19,5,3,1,5,0,0,0,0,0,0,1,52.439105027704045,13.247873730766756,0,1,5,0
2885,202769,7,22,5,3,5,2,2,0,1,0,0,0,0,52.500907698313675,13.442254538855796,0,1,2,0
2886,202773,7,22,2,3,0,3,2,0,1,0,0,0,0,52.57005216191136,13.300287561012125,0,1,2,0
2887,202777,7,9,7,3,4,6,0,0,1,0,0,0,0,52.4329734563365,13.332276959456026,0,1,6,1
2888,202778,7,15,5,3,6,7,0,0,0,0,0,1,0,52.56006259778514,13.501362811212141,0,1,7,0
2889,202779,7,20,2,3,3,6,0,0,1,0,0,0,0,52.49921896283125,13.42235950100115,0,1,6,0
2890,202781,7,18,5,3,5,2,0,0,0,0,0,0,1,52.492667788077384,13.370851500139587,0,1,2,0
2891,202783,7,19,2,3,5,2,0,0,1,0,0,0,0,52.48843224385885,13.307824950351856,0,1,2,0
2892,202785,7,18,2,3,6,4,0,0,0,0,0,1,0,52.52332128508309,13.433684299725721,0,1,4,0
2893,202786,7,9,7,3,5,2,0,0,1,0,0,0,0,52.496866651162776,13.506944355376149,0,1,2,1
2894,202787,7,18,2,3,5,2,0,0,1,0,0,0,0,52.565381523584136,13.406551633218367,0,1,2,0
2895,202789,7,19,5,2,0,1,0,0,0,0,0,0,0,52.53861812384292,13.372412139154106,1,0,1,0
2896,202791,7,9,7,3,5,2,0,0,1,0,0,0,0,52.4603608580071,13.274944588539233,0,1,2,1
2897,202792,7,23,7,3,6,4,2,0,0,0,0,1,0,52.522761272354344,13.41544084011784,0,1,4,1
2898,202802,7,17,5,3,5,2,0,0,1,0,0,0,0,52.479921506463604,13.328040505092197,0,1,2,0
2899,202805,7,17,5,3,0,2,0,0,1,0,0,0,0,52.46497850348471,13.328549915973365,0,1,2,0
2900,202806,7,14,2,3,3,6,0,0,0,0,0,0,1,52.55164170929289,13.303965456653216,0,1,6,0
2901,202810,7,20,2,2,5,3,0,0,1,0,0,0,0,52.49324589526595,13.39501427984326,0,1,2,0
2902,202811,7,8,6,2,5,2,0,0,0,0,0,0,1,52.51726666951127,13.440683625860435,0,1,2,0
2903,202812,7,17,5,3,5,3,0,0,1,0,0,0,0,52.533964625120866,13.496508389985065,0,1,2,0
2904,202815,7,17,5,3,5,2,0,0,1,0,0,0,0,52.48691925880964,13.44000744714868,0,1,2,0
2905,202816,7,6,6,3,5,2,0,0,1,0,0,0,0,52.48936811937931,13.37670985621737,0,1,2,0
2906,202818,7,16,6,3,2,7,0,0,1,0,0,0,0,52.46940882977956,13.441707459650305,0,1,7,0
2907,202819,7,17,2,2,1,5,0,0,1,0,0,0,0,52.54979507173536,13.497969549612426,0,1,5,0
2908,202820,7,15,5,3,5,2,0,0,0,0,1,0,0,52.515712545086295,13.417304534490258,0,1,2,0
2909,202821,7,17,2,3,5,2,0,0,1,0,0,0,0,52.481969502553646,13.348197741073621,0,1,2,0
2910,202822,7,22,6,3,6,4,2,0,1,0,0,1,0,52.50646974090471,13.30938734825042,0,1,4,0
2911,202824,7,8,2,3,3,6,0,0,0,0,1,0,0,52.51033513055707,13.43019551388027,0,1,6,0
2912,202827,7,16,6,3,5,2,0,0,1,0,0,0,0,52.47763088981611,13.448174277262757,0,1,2,0
2913,202829,7,16,5,3,5,2,0,0,1,0,0,0,0,52.53460531407669,13.297536190403873,0,1,2,0
2914,202831,7,17,6,3,5,3,0,0,1,0,0,0,0,52.528765977381326,13.569546919410085,0,1,2,0
2915,202833,7,16,6,3,5,3,0,0,0,0,0,0,1,52.46482072233201,13.38551459816136,0,1,2,0
2916,202835,7,14,5,3,0,4,0,0,0,0,0,1,0,52.494533771373156,13.414920278013248,0,1,4,0
2917,202836,7,11,2,3,1,5,0,0,1,0,0,0,0,52.44853757614681,13.312197747093274,0,1,5,0
2918,202838,7,15,6,2,5,3,0,0,1,0,0,0,0,52.46536685917353,13.338673657005627,0,1,2,0
2919,202840,7,13,5,3,1,5,0,0,1,0,0,0,0,52.547500854397576,13.447159896220144,0,1,5,0
2920,202842,7,17,5,3,6,7,0,0,0,0,0,1,0,52.44471102009857,13.579460908488489,0,1,7,0
2921,202843,7,12,2,3,1,5,0,0,1,0,0,0,0,52.423032938295506,13.31016801344268,0,1,5,0
2922,202844,7,15,6,3,5,2,0,0,1,0,0,0,0,52.45138022368882,13.587981879053158,0,1,2,0
2923,202846,7,13,2,3,5,2,0,0,1,0,0,0,0,52.518758915825316,13.286665394170154,0,1,2,0
2924,202852,7,15,2,3,5,7,0,0,1,0,0,0,0,52.431158376609794,13.185391788334329,0,1,7,0
2925,202855,7,10,4,3,4,6,0,0,1,0,0,0,0,52.428991964383364,13.738100108456885,0,0,6,0
2926,202858,7,22,4,3,5,2,2,0,1,0,0,0,0,52.6179850579811,13.448727816051175,0,1,2,0
2927,202861,7,12,6,3,5,2,0,0,1,0,0,0,0,52.45045145123517,13.510541274859314,0,1,2,0
2928,202863,7,21,4,3,5,3,2,0,1,0,0,0,0,52.45091298151337,13.270307647453873,0,1,2,0
2929,202865,7,21,4,3,5,2,0,0,1,0,0,0,0,52.59038965281634,13.401168291467993,0,1,2,0
2930,202866,7,12,6,3,0,1,0,0,0,0,0,0,0,52.53857403475534,13.181476089630609,1,0,1,0
2931,202868,7,7,2,3,3,6,0,0,0,0,0,0,1,52.51769004739155,13.380511262439887,0,1,6,0
2932,202874,7,18,4,3,5,3,0,0,1,0,0,0,0,52.60819758532661,13.422915204917235,0,1,2,0
2933,202875,7,11,6,3,1,5,0,0,1,0,0,0,0,52.56580151507086,13.35084687784619,0,1,5,0
2934,202878,7,8,2,3,2,6,0,0,1,0,0,0,0,52.43157096315917,13.537450619515047,0,1,6,0
2935,202879,7,17,4,3,5,2,0,0,1,0,0,0,0,52.491552353946744,13.323082847531193,0,1,2,0
2936,202880,7,8,2,3,0,3,0,0,1,0,0,0,0,52.55352372484085,13.41843754138886,0,1,2,0
2937,202883,7,17,4,3,5,3,0,0,1,0,0,0,0,52.586394235562,13.406934680800598,0,1,2,0
2938,202886,7,9,6,3,5,2,0,0,1,0,0,0,0,52.57083510812613,13.432821215143573,0,1,2,0
2939,202887,7,20,4,2,6,4,0,0,0,0,0,1,0,52.50993252440775,13.456063459317301,0,1,4,0
2940,202892,7,6,6,3,5,3,0,0,1,0,0,0,0,52.553112253295915,13.422137558674596,0,1,2,0
2941,202894,7,8,4,3,0,2,0,0,1,0,0,0,0,52.519661135852296,13.38016119329963,0,1,2,0
2942,202907,7,19,1,3,3,6,0,1,1,0,0,0,0,52.437706820259066,13.582244565863329,0,1,6,1
2943,202908,7,16,4,3,5,2,0,0,1,0,0,0,0,52.433762469575704,13.341217399644446,0,1,2,0
2944,202910,7,19,5,3,5,3,0,1,1,0,0,0,0,52.54959304769862,13.466413378909357,0,1,2,0
2945,202913,7,15,4,3,5,2,0,0,1,0,0,0,0,52.55534674998182,13.472642970500296,0,1,2,0
2946,202914,7,17,1,3,1,5,0,0,1,0,0,0,0,52.477150728673756,13.537079193247926,0,1,5,1
2947,202916,7,13,1,3,3,6,0,0,1,0,0,0,0,52.4236226332009,13.436559616335455,0,1,6,1
2948,202920,7,21,5,3,5,2,2,1,1,0,0,0,0,52.52506848287407,13.403346729495912,0,1,2,0
2949,202922,7,15,4,3,0,7,0,0,0,0,0,0,0,52.60805133919917,13.416280644766312,1,0,7,0
2950,202923,7,9,1,2,5,3,0,0,1,0,0,0,0,52.41203668633943,13.662973940301404,0,1,2,1
2951,202925,7,15,4,3,5,3,0,0,1,0,0,0,0,52.52454467541669,13.473381744615645,0,1,2,0
2952,202926,7,23,5,3,5,3,2,1,1,0,0,0,0,52.525975328272466,13.458896315806484,0,1,2,0
2953,202930,7,15,5,2,5,2,0,1,1,0,0,0,0,52.533786500094976,13.452908583219173,0,1,2,0
2954,202931,7,15,5,3,2,2,0,1,1,0,0,0,0,52.59146857077383,13.291844575225888,0,1,2,0
2955,202933,7,22,4,3,0,1,2,0,0,0,0,0,0,52.497494525862635,13.364478153641254,1,0,1,0
2956,202934,7,1,1,3,1,5,2,0,1,0,0,0,0,52.4903013838181,13.418824898127106,0,1,5,1
2957,202936,7,18,7,3,5,2,0,0,1,0,0,0,0,52.514338139105284,13.46743629745605,0,1,2,1
2958,202937,7,13,4,3,5,2,0,0,1,0,0,0,0,52.5598786502694,13.38722134079396,0,1,2,0
2959,202945,7,21,7,3,0,1,1,0,0,0,0,0,0,52.5368448627569,13.375213097840446,1,0,1,1
2960,202948,7,12,4,3,5,2,0,0,0,0,1,0,0,52.51304457334627,13.330295266043775,0,1,2,0
2961,202951,7,11,4,3,5,2,0,0,1,0,0,0,0,52.49932482246577,13.38885494313998,0,1,2,0
2962,202952,7,20,7,3,5,3,0,0,1,0,0,0,0,52.540180391432045,13.402528541747566,0,1,2,1
2963,202955,7,18,7,3,5,2,0,0,1,0,0,0,0,52.555160238963786,13.306581475925185,0,1,2,1
2964,202958,7,10,4,3,5,2,0,0,1,0,0,0,0,52.56404333645664,13.506960411570574,0,1,2,0
2965,202959,7,11,5,3,5,2,0,1,1,0,0,0,0,52.49598335144561,13.303188949393457,0,1,2,0
2966,202960,7,10,4,3,1,5,0,0,1,0,0,0,0,52.52354331113059,13.391608243098489,0,1,5,0
2967,202961,7,18,7,3,5,2,0,0,1,0,0,0,0,52.46179638892559,13.582408595799528,0,1,2,1
2968,202962,7,10,4,3,5,2,0,0,1,0,0,0,0,52.5322307079721,13.324776018529342,0,1,2,0
2969,202963,7,10,4,3,5,2,0,0,1,0,0,0,0,52.496001771500474,13.390696393655453,0,1,2,0
2970,202964,7,9,5,3,1,5,0,1,0,0,0,0,1,52.50222610401385,13.391233322315259,0,1,5,0
2971,202965,7,18,7,2,3,6,0,0,1,0,0,0,0,52.45194071645128,13.602620279042721,0,1,6,1
2972,202966,7,9,4,3,0,7,0,0,1,0,0,0,0,52.503524387063436,13.309214531937046,0,1,7,0
2973,202967,7,17,7,3,5,3,0,0,0,1,0,0,0,52.51707646253771,13.440628438282898,0,1,2,1
2974,202968,7,8,5,3,5,2,0,1,1,0,0,0,0,52.508161872578896,13.399064398697224,0,1,2,0
2975,202970,7,17,7,3,5,3,0,0,1,0,0,0,0,52.5523995199753,13.1789908146768,0,1,2,1
2976,202971,7,8,4,3,5,3,0,0,1,0,0,0,0,52.56819185549664,13.310656699883996,0,1,2,0
2977,202973,7,8,4,3,1,5,0,0,1,0,0,0,0,52.51195679441181,13.387064058529903,0,1,5,0
2978,202974,7,8,4,3,5,2,0,0,1,0,0,0,0,52.483719679523496,13.400235207632944,0,1,2,0
2979,202978,7,7,4,3,5,2,0,0,1,0,0,0,0,52.515823292485294,13.426666859740875,0,1,2,0
2980,202981,7,7,4,3,5,3,0,0,1,0,0,0,0,52.606819180270826,13.454475251119067,0,1,2,0
2981,202985,7,15,7,2,0,1,0,0,0,0,0,0,0,52.53077057702095,13.410438771280349,1,0,1,1
2982,202987,7,14,7,3,1,1,0,0,1,0,0,0,1,52.53076266593117,13.222461837208881,0,1,1,1
2983,202988,7,6,5,2,5,3,1,1,1,0,0,0,0,52.4900737162771,13.38644944461541,0,1,2,0
2984,202990,7,12,4,3,6,4,0,0,0,0,0,1,0,52.50773021531165,13.509760634565213,0,1,4,0
2985,202996,7,13,7,3,1,5,0,0,1,0,0,0,0,52.5254129396849,13.408286621558727,0,1,5,1
2986,202997,7,23,4,3,5,3,2,1,1,0,0,0,0,52.42762993061162,13.326392323301175,0,1,2,0
2987,202998,7,9,4,3,5,2,0,0,1,0,0,0,0,52.527354983566816,13.450819813279864,0,1,2,0
2988,202999,7,13,7,3,4,6,0,0,1,0,0,0,0,52.49375264660535,13.353727292126989,0,1,6,1
2989,203002,7,12,7,3,1,5,0,0,0,0,1,0,0,52.46706998424256,13.38819682891543,0,1,5,1
2990,203003,7,6,4,3,5,2,0,0,1,0,0,0,0,52.47357223451194,13.57055203059994,0,1,2,0
2991,203004,7,16,4,3,5,2,0,1,1,0,0,0,0,52.460940575802354,13.155640509174285,0,1,2,0
2992,203005,7,16,4,3,5,3,0,0,1,0,0,0,0,52.50048129571717,13.61179278498853,0,1,2,0
2993,203010,7,12,7,3,5,3,0,0,1,0,0,0,0,52.43591573409972,13.255948830203039,0,1,2,1
2994,203011,7,13,3,3,5,3,0,0,1,0,0,0,0,52.43905939680895,13.587371727384738,0,1,2,0
2995,203014,7,16,3,3,6,4,0,0,0,0,0,1,0,52.5635998008981,13.505753684303315,0,1,4,0
2996,203015,7,15,4,2,2,6,0,0,0,0,1,0,0,52.50017405118353,13.307948646960034,0,1,6,0
2997,203016,7,11,7,3,0,5,0,0,1,0,0,0,0,52.49882593911544,13.34946790524041,0,1,5,1
2998,203017,7,17,3,3,5,3,0,0,0,0,0,0,0,52.40824462960039,13.349788737466689,1,0,2,0
2999,203018,7,10,7,2,5,3,0,0,1,0,0,0,0,52.44134067183053,13.700052023367135,0,1,2,1
3000,203020,7,13,4,3,0,2,0,0,0,0,0,0,1,52.45644213977868,13.637934258495171,0,1,2,0
3001,203024,7,14,3,3,0,6,0,0,0,0,0,0,1,52.45532126701718,13.325882637734564,0,1,6,0
3002,203025,7,14,5,3,6,7,0,0,0,0,0,1,0,52.547656125485936,13.184792375198152,0,1,7,0
